PARCEL_PIN,SOURCE,ZONING_DISTRICT,FUTURE_LAND_USE,SUBDIVISION_NAME
0157336413016,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A1
0157336413017,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A1
0157336413018,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A1
0157336413019,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A1
0157336413020,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A1
0157336413021,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336413022,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336413023,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336413024,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336413025,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336414007,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336414008,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336414009,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336414010,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336414011,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336414012,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336414013,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336414020,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336414021,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336414022,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336414023,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336414024,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336414025,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336414026,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336414027,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336414028,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336414034,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336414035,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336414036,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336414037,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336414038,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336414039,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336414040,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336414041,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336414047,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A1
0157336414048,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A1
0157336414049,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A1
0157336414050,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A1
0157336414051,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A1
0157336414052,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336414053,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336414054,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336414055,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336414056,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336414057,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336414058,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336414059,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336414060,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336414061,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336414062,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336414063,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336414064,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336414065,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336414066,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336414067,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336415013,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336415014,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336415015,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336415016,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336415017,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336415018,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336415019,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336415020,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336415021,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336415022,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336415023,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336415024,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336415025,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336415026,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336415027,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336415028,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336415029,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336415030,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336415031,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336415035,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336415036,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336415037,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336415038,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336415039,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336415040,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336415041,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336415042,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336415043,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336415044,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE FILING 3
0157336415050,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336415051,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336415052,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336415053,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336415054,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336415055,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336415056,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336415057,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336415058,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336415059,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336415060,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336415061,COT,PD,Single-Family Neighborhoods,EASTLAKE VILLAGE F3A3
0157336415062,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE F3A3
0157336415063,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE F3A3
0157336415064,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE F3A3
0157336415065,COT,PD,"Parks, Trails, and Open Space",EASTLAKE VILLAGE F3A3
0157336416018,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE F3A3
0157336416019,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE F3A3
0157336416020,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE F3A3
0157336416021,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE F3A3
0157336416022,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE F3A3
0157336416023,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE F3A3
0157336416024,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE F3A3
0157336416025,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE F3A3
0157336416026,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE F3A3
0157336416027,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE F3A3
0157336416028,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE F3A3
0157336416029,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE F3A3
0157336416030,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE F3A3
0157336416031,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE F3A3
0157336416032,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE F3A3
0157336416033,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE F3A3
0157336416034,COT,PD,Mixed Residential Neighborhoods,EASTLAKE VILLAGE F3A3
0157336417001,COT,PD,Mixed Residential Neighborhoods,MADISON PARK
0157336417001,COT,PD,Mixed Residential Neighborhoods,WATERFORD PLACE FILING 1
0171901218001,COT,PD,Commercial,
0171901218001,COT,PD,Commercial,COTTONWOOD SUBDIVISION
0171901312001,COT,PD,Transit-Oriented Development,DODGE RANCH
0171901413006,COT,PD,Single-Family Neighborhoods,WOODGLEN FILING 2
0171901413007,COT,PD,Single-Family Neighborhoods,WOODGLEN FILING 2
0171901413008,COT,PD,Single-Family Neighborhoods,WOODGLEN FILING 2
0171901413009,COT,PD,Single-Family Neighborhoods,WOODGLEN FILING 2
0171901413010,COT,PD,Single-Family Neighborhoods,WOODGLEN FILING 2
0171901422001,COT,PD,Community Mixed-Use,COLORADO MINI STORAGE
0171901422005,COT,PD,Community Mixed-Use,COLORADO MINI STORAGE SUB A1
0171912101001,COT,PD,"Parks, Trails, and Open Space",COLONY PARK FLG 1
0171912101001,COT,PD,"Parks, Trails, and Open Space",THORNTON RECREATION CENTER A1
0171912400006,COT,PD,"Parks, Trails, and Open Space",COLONY GLEN FLG 1
0171912400006,COT,PD,"Parks, Trails, and Open Space",COLONY PARK FLG 1
0171912401001,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912401002,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912401003,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912401004,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912401005,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912401006,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912401007,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912401009,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912401010,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912401011,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912401012,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912401013,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912401014,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912401015,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912401016,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912401017,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912401018,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401019,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401020,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401021,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401022,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401023,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401024,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401025,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401026,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401027,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401028,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401029,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401030,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401031,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401032,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401033,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401034,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401035,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401036,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401037,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401038,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401039,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401040,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401041,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401042,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401043,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401044,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401045,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401046,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401047,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401048,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401049,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401050,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401051,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401052,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401053,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401054,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401055,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401056,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401057,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401058,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401059,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401060,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912401061,COT,PD,"Parks, Trails, and Open Space",COLONY GLEN FLG 1
0171912402002,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912402003,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912402004,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912402005,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912402006,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912402007,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912402008,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912402010,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912402011,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912402012,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912402013,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912402014,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912402015,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912402016,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912402017,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912402018,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912402019,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912402020,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912402021,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912403001,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912403002,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912403003,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912403004,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912403005,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912403006,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912403007,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912403008,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912403009,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912403010,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912403011,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912403012,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912403013,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912403014,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912403015,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912403016,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912403017,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912403018,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912403019,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912403020,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912403021,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912403022,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912403023,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912403024,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912403025,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912403026,COT,PD,"Parks, Trails, and Open Space",COLONY GLEN FLG 1
0171912403027,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912403028,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912403029,COT,PD,Single-Family Neighborhoods,COLONY GLEN FLG 1
0171912403030,COT,PD,"Parks, Trails, and Open Space",COLONY GLEN FLG 1
0171912404001,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404002,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404003,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404004,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404005,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404006,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404007,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404008,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404009,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404010,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404011,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404012,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404013,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404014,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404015,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404016,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404017,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404018,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404019,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404020,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404021,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404022,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404023,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404024,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404025,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404026,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404027,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404028,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404029,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404030,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404031,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404032,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404033,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404034,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404035,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404036,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404037,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404038,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404039,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404040,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404041,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404042,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404043,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404044,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404045,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912404046,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912405001,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912405002,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912405003,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912405004,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
0171912405005,COT,PD,Single-Family Neighborhoods,COLONY PARK FLG 1
